3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:1.063394248100512e-05 8:1.063394248100512e-05 9:0.0 10:0.0 11:0.35 12:0.0005319148936170213 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.04308047704989623 19:0.05315719938742175 20:0.04788067723621411 21:0.21731748726655348 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0017683465959328027 29:0.0006762849413886385 30:0.1111111111111111 31:0.0 32:0.0 33:0 # 126
3 qid:1 1:0 2:0 3:2 4:0 5:0.013793103448275862 6:0.0014347202295552368 7:0.00017014307969608191 8:2.126788496201024e-05 9:0.0 10:0.27823691460055094 11:0.45 12:0.10319148936170212 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.04273679166167485 19:0.05273299532494897 20:0.04749863555095512 21:0.216 22:0.0008726003490401396 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0017683465959328027 29:0.0009017132551848512 30:0.1111111111111111 31:0.25272331154684097 32:0.28993839835728946 33:0 # 127
1 qid:1 1:0 2:0 3:2 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:5.848668364552816e-05 8:0.0 9:0.0 10:0.2809917355371901 11:0.5 12:0.006382978723404255 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.042399512418680986 19:0.05233120222914126 20:0.04713062415142024 21:0.21512113617376774 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0 29:0.001352569882777277 30:0.1111111111111111 31:0.2534495279593319 32:0.2895277207392197 33:0 # 128
0 qid:1 1:2 2:0 3:0 4:0 5:0.020689655172413793 6:0.0007173601147776184 7:0.00012760730977206145 8:7.443759736703585e-05 9:0.0 10:0.0 11:0.35 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.042065657990187424 19:0.051924848697264395 20:0.04676223367063591 21:0.2138416908412764 22:0.0009598603839441536 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0017683465959328027 29:0.0009017132551848512 30:0.1111111111111111 31:0.0014524328249818446 32:0.0 33:0 # 129
3 qid:1 1:0 2:0 3:2 4:0 5:0.013793103448275862 6:0.00430416068866571 7:0.0019619623877454445 8:0.00028711644698713824 9:0.0 10:0.01652892561983471 11:0.15 12:0.027659574468085105 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.041743571792260695 19:0.05153153190228485 20:0.04640621569273235 21:0.21340460526315788 22:0.0054101221640488655 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.037914691943127965 27:0.0 28:0.0035366931918656055 29:0.003832281334535618 30:0.1111111111111111 31:0.10384894698620188 32:0.17761806981519507 33:0 # 130
1 qid:1 1:0 2:0 3:0 4:0 5:0.06206896551724138 6:0.00430416068866571 7:0.0010846621330625223 8:4.785274116452304e-05 9:0.0 10:0.01928374655647383 11:0.25 12:0.011170212765957447 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.04144505336828996 19:0.0513204122456834 20:0.046149331002961834 21:0.21256629946960426 22:0.0054101221640488655 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.018957345971563982 27:0.004901960784313725 28:0.004420866489832007 29:0.004283137962128043 30:0.1111111111111111 31:0.11038489469862019 32:0.1899383983572895 33:0 # 131
1 qid:1 1:0 2:0 3:0 4:0 5:0.041379310344827586 6:0.002152080344332855 7:0.00022862976334161008 8:1.595091372150768e-05 9:0.0 10:0.02203856749311295 11:0.25 12:0.05053191489361702 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.04113039231045701 19:0.05102896708217048 20:0.04584572919004085 21:0.2145748987854251 22:0.0027050610820244327 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.009478672985781991 27:0.0 28:0.0017683465959328027 29:0.004283137962128043 30:0.1111111111111111 31:0.11474219317356572 32:0.23921971252566732 33:0 # 132
4 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:5.31697124050256e-06 8:0.0 9:0.0 10:0.2837465564738292 11:0.7 12:0.029787234042553193 13:1.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.04081779164612783 19:0.050661046485619234 20:0.04550677603329749 21:0.2153475291281639 22:0.0006108202443280978 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0 29:0.0002254283137962128 30:0.1111111111111111 31:0.2541757443718228 32:0.24496919917864474 33:0 # 133
2 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:0.0 8:5.31697124050256e-06 9:0.0 10:0.2865013774104683 11:0.25 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.040508565951838986 19:0.05027774951064607 20:0.04516226535611122 21:0.21411483253588517 22:0.0 23:0.0625 24:0.0 25:0.045454545454545456 26:0.0 27:0.0024509803921568627 28:0.0 29:0.0002254283137962128 30:0.1111111111111111 31:0.2549019607843137 32:0.2501026694045175 33:0 # 134
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0014347202295552368 7:3.190182744301536e-05 8:5.31697124050256e-06 9:0.0 10:0.2892561983471074 11:0.5 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.04020444065717186 19:0.0498997213188367 20:0.044822935290611966 21:0.21290067273446775 22:0.0013089005235602095 23:0.0625 24:0.125 25:0.09090909090909091 26:0.009478672985781991 27:0.0 28:0.0008841732979664014 29:0.001352569882777277 30:0.1111111111111111 31:0.25562817719680464 32:0.2542094455852156 33:0 # 135
2 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0014347202295552368 7:6.912062612653329e-05 8:1.595091372150768e-05 9:0.0 10:0.29201101928374656 11:0.65 12:0.018617021276595744 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.039904854546007236 19:0.04953028365776307 20:0.04449007432958478 21:0.2117046347211312 22:0.0012216404886561956 23:0.0625 24:0.125 25:0.09090909090909091 26:0.004739336492890996 27:0.0 28:0.0008841732979664014 29:0.0006762849413886385 30:0.1111111111111111 31:0.25635439360929557 32:0.25544147843942505 33:0 # 136
2 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.005021520803443328 7:3.7218798683517924e-05 8:3.7218798683517924e-05 9:0.0 10:0.29476584022038566 11:0.4 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03961059418109855 19:0.049169733373328556 20:0.04416423575170164 21:0.21052631578947367 22:0.002181500872600349 23:0.1875 24:0.0 25:0.045454545454545456 26:0.0 27:0.0 28:0.00618921308576481 29:0.0015779981965734896 30:0.1111111111111111 31:0.2570806100217865 32:0.24496919917864474 33:0 # 137
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:0.0009623717945309634 8:0.0 9:0.0 10:0.2975206611570248 11:0.45 12:0.0425531914893617 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.039322422991000645 19:0.048811580337672696 20:0.043842727643423986 21:0.20936532507739938 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0 29:0.0009017132551848512 30:0.1111111111111111 31:0.25780682643427744 32:0.17494866529774125 33:0 # 138
4 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:0.0008028626573158866 8:0.0 9:0.0 10:0.3002754820936639 11:0.3 12:0.039361702127659576 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03903539800566487 19:0.048542284771983725 20:0.043564148337212956 21:0.2082212831348444 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.009478672985781991 27:0.0 28:0.0 29:0.0015779981965734896 30:0.1111111111111111 31:0.2585330428467683 32:0.17905544147843944 33:0 # 139
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:6.912062612653329e-05 8:3.190182744301536e-05 9:0.0 10:0.30303030303030304 11:0.8 12:0.02074468085106383 13:1.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03875253280272527 19:0.0482625777385884 20:0.04328278757644483 21:0.20709382151029748 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0017683465959328027 29:0.0018034265103697023 30:0.1111111111111111 31:0.25925925925925924 32:0.18459958932238194 33:0 # 140
2 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:3.7218798683517924e-05 8:3.7218798683517924e-05 9:0.0 10:0.30578512396694213 11:0.4 12:0.03563829787234043 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03847632329023567 19:0.047921523188376274 20:0.04297568814243797 21:0.2059825823551685 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0008841732979664014 29:0.0020288548241659153 30:0.1111111111111111 31:0.2599854756717502 32:0.19075975359342917 33:0 # 141
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:7.443759736703585e-05 8:1.063394248100512e-05 9:0.0 10:0.3085399449035813 11:0.4 12:0.0425531914893617 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03820448749764672 19:0.04758251888363167 20:0.042671855605891554 21:0.20488721804511278 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0017683465959328027 29:0.0006762849413886385 30:0.1111111111111111 31:0.2607116920842411 32:0.19691991786447638 33:0 # 142
3 qid:1 1:0 2:0 3:0 4:0 5:0.013793103448275862 6:0.0007173601147776184 7:0.0002498976483036203 8:0.00017014307969608191 9:0.0 10:0.31129476584022037 11:0.2 12:0.07872340425531915 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03793438335597705 19:0.04725159209047305 20:0.04237277766766084 21:0.2038073908174692 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0017683465959328027 29:0.002254283137962128 30:0.1111111111111111 31:0.262164124909223 32:0.20308008213552362 33:0 # 143
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:5.31697124050256e-06 8:0.0 9:0.0 10:0.3140495867768595 11:0.55 12:0.03351063829787234 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0376807387996362 19:0.046940628428502135 20:0.042091828282199074 21:0.20311341734618238 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0 29:0.001127141568981064 30:0.1111111111111111 31:0.26289034132171385 32:0.20924024640657085 33:0 # 144
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.005021520803443328 7:0.00036687101559467665 8:0.0 9:0.0 10:0.3168044077134986 11:0.45 12:0.007446808510638298 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03741723712970868 19:0.04661283274570955 20:0.04179769917983901 21:0.2020610967979389 22:0.0033158813263525306 23:0.125 24:0.0625 25:0.045454545454545456 26:0.04265402843601896 27:0.0 28:0.0 29:0.006086564472497746 30:0.1111111111111111 31:0.2636165577342048 32:0.22094455852156056 33:0 # 145
1 qid:1 1:0 2:0 3:0 4:0 5:0.027586206896551724 6:0.0007173601147776184 7:0.003982411459136417 8:0.0 9:0.0 10:0.31955922865013775 11:0.4 12:0.0675531914893617 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03715739520519681 19:0.04632068362561547 20:0.04152246723056924 21:0.20102339181286552 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0 29:0.0 30:0.1111111111111111 31:0.2665214233841685 32:0.2271047227926078 33:0 # 146
1 qid:1 1:0 2:0 3:0 4:0 5:0.020689655172413793 6:0.00430416068866571 7:0.002211860036049065 8:0.0 9:0.0 10:0.32231404958677684 11:0.35 12:0.022340425531914895 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.036901137307229936 19:0.0463413581942814 20:0.04139813033165359 21:0.20108892921960073 22:0.0036649214659685864 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.02843601895734597 27:0.0 28:0.0 29:0.0 30:0.1111111111111111 31:0.26870007262164125 32:0.2517453798767967 33:0 # 147
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.005738880918220947 7:0.002467074655593188 8:5.31697124050256e-06 9:0.0 10:0.325068870523416 11:0.35 12:0.011702127659574468 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03664838979142699 19:0.04621156703056237 20:0.04120395494718587 21:0.20079307858687814 22:0.002617801047120419 23:0.125 24:0.375 25:0.2727272727272727 26:0.02843601895734597 27:0.0 28:0.0008841732979664014 29:0.002705139765554554 30:0.1111111111111111 31:0.2694262890341322 32:0.2601642710472279 33:0 # 148
1 qid:1 1:0 2:0 3:0 4:0 5:0.034482758620689655 6:0.0028694404591104736 7:0.0019034757040999166 8:0.0002498976483036203 9:0.0 10:0.3278236914600551 11:0.45 12:0.04680851063829787 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.036399488512309196 19:0.04610504239886512 20:0.041022876952920374 21:0.19978517722878628 22:0.0036649214659685864 23:0.125 24:0.0625 25:0.045454545454545456 26:0.023696682464454975 27:0.0 28:0.007957559681697613 29:0.0036068530207394047 30:0.1111111111111111 31:0.2730573710965868 32:0.2663244353182751 33:0 # 149
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0014347202295552368 7:0.0001063394248100512 8:2.65848562025128e-05 9:0.0 10:0.3305785123966942 11:0.4 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03617256887893045 19:0.04595279746725062 20:0.04083152975126251 21:0.20021337126600283 22:0.0012216404886561956 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.009478672985781991 27:0.0 28:0.0017683465959328027 29:0.0036068530207394047 30:0.1111111111111111 31:0.2737835875090777 32:0.29445585215605746 33:0 # 150
1 qid:1 1:0 2:0 3:0 4:0 5:0.020689655172413793 6:0.011477761836441894 7:0.0014249482924546862 8:0.0 9:0.0 10:0.3333333333333333 11:0.4 12:0.02872340425531915 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03593181008649171 19:0.04565322779151897 20:0.0405627554986886 21:0.199222889438361 22:0.014048865619546248 23:0.1875 24:0.0625 25:0.045454545454545456 26:0.08530805687203792 27:0.0 28:0.0 29:0.00969341749323715 30:0.1111111111111111 31:0.27596223674655046 32:0.28357289527720736 33:0 # 151
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:1.063394248100512e-05 8:1.063394248100512e-05 9:0.0 10:0.33608815426997246 11:0.45 12:0.013829787234042552 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.035692264685915104 19:0.04546651741621123 20:0.040348378867245904 21:0.19894736842105262 22:0.00017452006980802793 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0008841732979664014 29:0.001127141568981064 30:0.1111111111111111 31:0.2766884531590414 32:0.2679671457905544 33:0 # 152
1 qid:1 1:0 2:0 3:0 4:0 5:0.013793103448275862 6:0.00860832137733142 7:0.003285888226630582 8:0.0004413086129617125 9:0.0 10:0.33884297520661155 11:0.3 12:0.029787234042553193 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03545668547291052 19:0.045166286781523235 20:0.04008200196467368 21:0.1979783896828163 22:0.010471204188481676 23:0.125 24:0.25 25:0.18181818181818182 26:0.0995260663507109 27:0.007352941176470588 28:0.015030946065428824 29:0.008115419296663661 30:0.1111111111111111 31:0.27814088598402326 32:0.2741273100616016 33:0 # 153
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:5.31697124050256e-06 8:5.31697124050256e-06 9:0.0 10:0.0 11:0.25 12:0.03723404255319149 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03525612731961688 19:0.04513685527442099 20:0.039962962596101624 21:0.19736842105263158 22:0.0006108202443280978 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0008841732979664014 29:0.0002254283137962128 30:0.1111111111111111 31:0.0 32:0.0 33:0 # 154
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:5.31697124050256e-06 8:5.31697124050256e-06 9:0.0 10:0.0027548209366391185 11:0.3 12:0.038829787234042554 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03502608662969201 19:0.04484227351307943 20:0.03970217678363965 21:0.19642242862057105 22:0.0004363001745200698 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0008841732979664014 29:0.0002254283137962128 30:0.1111111111111111 31:0.0007262164124909223 32:0.0 33:0 # 155
2 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0014347202295552368 7:0.0006965232325058353 8:0.0 9:0.0 10:0.3415977961432507 11:0.55 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03479903348119474 19:0.04455151748889814 20:0.03944477779991096 21:0.1954887218045113 22:0.0006980802792321117 23:0.0625 24:0.125 25:0.09090909090909091 26:0.009478672985781991 27:0.0 28:0.0 29:0.0004508566275924256 30:0.1111111111111111 31:0.2788671023965142 32:0.2501026694045175 33:0 # 156
1 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:3.190182744301536e-05 8:3.7218798683517924e-05 9:0.0 10:0.3443526170798898 11:0.3 12:0.043617021276595745 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03457452358776767 19:0.04431973865593876 20:0.03921680523640838 21:0.19456706281833616 22:0.0006108202443280978 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0008841732979664014 29:0.0006762849413886385 30:0.1111111111111111 31:0.27959331880900506 32:0.2562628336755647 33:0 # 157
1 qid:1 1:0 2:0 3:0 4:0 5:0.034482758620689655 6:0.009325681492109038 7:0.0013345597813661425 8:0.00012229033853155887 9:0.0 10:0.34710743801652894 11:0.35 12:0.03138297872340425 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03435557992584469 19:0.044038170297471015 20:0.038968029346311085 21:0.19365721997300944 22:0.009511343804537522 23:0.125 24:0.1875 25:0.13636363636363635 26:0.02843601895734597 27:0.0024509803921568627 28:0.013262599469496022 29:0.00969341749323715 30:0.1111111111111111 31:0.28322440087145967 32:0.2408624229979466 33:0 # 158
2 qid:1 1:0 2:0 3:0 4:0 5:0.06896551724137931 6:0.01721664275466284 7:0.0028605305273903775 8:0.00020736187837959983 9:0.0 10:0.349862258953168 11:0.3 12:0.040957446808510635 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.034145529993231484 19:0.04386294178015978 20:0.03877456712531893 21:0.19409989943010392 22:0.016404886561954626 23:0.1875 24:0.4375 25:0.3181818181818182 26:0.12322274881516587 27:0.0 28:0.015030946065428824 29:0.01690712353471596 30:0.1111111111111111 31:0.29048656499636893 32:0.24681724845995895 33:0 # 159
0 qid:1 1:0 2:0 3:0 4:0 5:0.027586206896551724 6:0.0028694404591104736 7:0.0001595091372150768 8:7.97545686075384e-05 9:0.0 10:0.024793388429752067 11:0.3 12:0.011702127659574468 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03394420492165002 19:0.04380953730414003 20:0.038643706282738936 21:0.1962025316455696 22:0.002530541012216405 23:0.125 24:0.0625 25:0.045454545454545456 26:0.018957345971563982 27:0.0 28:0.002652519893899204 29:0.004508566275924256 30:0.1111111111111111 31:0.11764705882352941 32:0.2273100616016427 33:0 # 160
1 qid:1 1:0 2:0 3:0 4:0 5:0.18620689655172415 6:0.007890961262553802 7:0.0010208584781764916 8:9.570548232904608e-05 9:0.0 10:0.027548209366391185 11:0.2 12:0.20319148936170212 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03373637046564389 19:0.04354642935678603 20:0.038409541457136494 21:0.19629261833829856 22:0.009336823734729494 23:0.0625 24:0.25 25:0.18181818181818182 26:0.08056872037914692 27:0.0024509803921568627 28:0.013262599469496022 29:0.011496844003606854 30:0.1111111111111111 31:0.13725490196078433 32:0.23963039014373713 33:0 # 161
2 qid:1 1:0 2:0 3:2 4:0 5:0.006896551724137931 6:0.017934002869440458 7:0.00022862976334161008 8:0.00022862976334161008 9:0.0 10:0.3526170798898072 11:0.45 12:0.0026595744680851063 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03353225709835869 19:0.04335327912030026 20:0.038210650544211286 21:0.20394736842105263 22:0.006980802792321117 23:0.4375 24:0.1875 25:0.13636363636363635 26:0.0 27:0.0 28:0.03359858532272325 29:0.029080252479711452 30:0.1111111111111111 31:0.29121278140885987 32:0.27474332648870636 33:0 # 162
2 qid:1 1:0 2:0 3:2 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:5.31697124050256e-06 8:5.31697124050256e-06 9:0.0 10:0.35537190082644626 11:0.4 12:0.006914893617021276 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.033339980816554024 19:0.04310159023715527 20:0.037990072164713465 21:0.2030075187969925 22:0.0006980802792321117 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.0 27:0.0 28:0.0008841732979664014 29:0.001127141568981064 30:0.1111111111111111 31:0.29193899782135074 32:0.2796714579055441 33:0 # 163
2 qid:1 1:0 2:0 3:2 4:0 5:0.006896551724137931 6:0.0014347202295552368 7:0.00010102245356954864 8:0.0 9:0.0 10:0.3581267217630854 11:0.6 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03313454822979203 19:0.04283593749364913 20:0.03775595278894004 21:0.20207927225471087 22:0.0008726003490401396 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.014218009478672985 27:0.0 28:0.0 29:0.004508566275924256 30:0.1111111111111111 31:0.2926652142338417 32:0.28583162217659136 33:0 # 164
1 qid:1 1:0 2:0 3:0 4:0 5:0.034482758620689655 6:0.0028694404591104736 7:0.00044662558420221506 8:0.000265848562025128 9:0.0 10:0.3608815426997245 11:0.5 12:0.019680851063829788 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03293126879279944 19:0.04258081560714867 20:0.037527977411397406 21:0.2011624152405554 22:0.004450261780104712 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.004901960784313725 28:0.0035366931918656055 29:0.006537421100090171 30:0.1111111111111111 31:0.2962962962962963 32:0.2878850102669404 33:0 # 165
1 qid:1 1:0 2:0 3:0 4:0 5:0.041379310344827586 6:0.007890961262553802 7:0.0007231080887083482 8:0.00011697336729105633 9:0.0 10:0.36363636363636365 11:0.25 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.032748731105377425 19:0.04235490237960258 20:0.037324777124688534 21:0.20154043645699615 22:0.009424083769633508 23:0.0625 24:0.25 25:0.18181818181818182 26:0.08056872037914692 27:0.0024509803921568627 28:0.015915119363395226 29:0.015779981965734897 30:0.1111111111111111 31:0.3006535947712418 32:0.3166324435318275 33:0 # 166
1 qid:1 1:0 2:0 3:2 4:0 5:0.020689655172413793 6:0.002152080344332855 7:0.00010102245356954864 8:1.063394248100512e-05 9:0.0 10:0.030303030303030304 11:0.35 12:0.013297872340425532 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03255824084864459 19:0.042152478894429246 20:0.03712860229280668 21:0.2022328548644338 22:0.0018324607329842932 23:0.0625 24:0.125 25:0.09090909090909091 26:0.009478672985781991 27:0.0 28:0.0017683465959328027 29:0.0006762849413886385 30:0.1111111111111111 31:0.1394335511982571 32:0.3603696098562628 33:0 # 167
2 qid:1 1:0 2:0 3:2 4:0 5:0.006896551724137931 6:0.006456241032998565 7:0.0008028626573158866 8:3.7218798683517924e-05 9:0.0 10:0.36639118457300274 11:0.3 12:0.02074468085106383 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03236282857559386 19:0.04190608486490903 20:0.03690890408344586 21:0.20196575776791378 22:0.0038394415357766143 23:0.0625 24:0.4375 25:0.3181818181818182 26:0.023696682464454975 27:0.0 28:0.0035366931918656055 29:0.0015779981965734896 30:0.1111111111111111 31:0.30137981118373275 32:0.3082135523613963 33:0 # 168
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0007173601147776184 7:7.443759736703585e-05 8:1.595091372150768e-05 9:0.0 10:0.3691460055096419 11:0.6 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0321715500351878 19:0.04171468743555885 20:0.03671756890848021 21:0.20107154112826978 22:0.0006980802792321117 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0017683465959328027 29:0.0006762849413886385 30:0.1111111111111111 31:0.3021060275962237 32:0.31437371663244357 33:0 # 169
3 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.003586800573888092 7:0.0009517378520499583 8:1.063394248100512e-05 9:0.0 10:0.371900826446281 11:0.5 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.031981122387855346 19:0.04147187287372973 20:0.036502185956406336 21:0.20018796992481203 22:0.0028795811518324606 23:0.0625 24:0.25 25:0.18181818181818182 26:0.023696682464454975 27:0.0 28:0.0017683465959328027 29:0.0036068530207394047 30:0.1111111111111111 31:0.3028322440087146 32:0.3205338809034908 33:0 # 170
2 qid:1 1:0 2:0 3:2 4:0 5:0.013793103448275862 6:0.002152080344332855 7:0.00014355822349356912 8:3.190182744301536e-05 9:0.0 10:0.3746556473829201 11:0.55 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03179259387385752 19:0.04129621916595593 20:0.03631979055247798 21:0.1993148551853005 22:0.002966841186736475 23:0.125 24:0.0625 25:0.045454545454545456 26:0.004739336492890996 27:0.0 28:0.0017683465959328027 29:0.004733994589720469 30:0.1111111111111111 31:0.3042846768336964 32:0.29527720739219715 33:0 # 171
4 qid:1 1:0 2:0 3:0 4:0 5:0.006896551724137931 6:0.0028694404591104736 7:7.97545686075384e-05 8:0.0 9:0.0 10:0.3774104683195592 11:0.4 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.031607692795579956 19:0.04106375809031718 20:0.03611223354496593 21:0.19876160990712075 22:0.002530541012216405 23:0.125 24:0.0625 25:0.045454545454545456 26:0.02843601895734597 27:0.0 28:0.0 29:0.00563570784490532 30:0.1111111111111111 31:0.30501089324618735 32:0.2958932238193019 33:0 # 172
1 qid:1 1:0 2:0 3:0 4:0 5:0.020689655172413793 6:0.0028694404591104736 7:0.0005051122678477432 8:4.785274116452304e-05 9:0.0 10:0.38016528925619836 11:0.55 12:0.0 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.03142285248683387 19:0.0408293951005342 20:0.03590380235271847 21:0.19790704832256079 22:0.002443280977312391 23:0.0625 24:0.0625 25:0.045454545454545456 26:0.023696682464454975 27:0.0 28:0.005305039787798408 29:0.0024797114517583407 30:0.1111111111111111 31:0.30718954248366015 32:0.29096509240246404 33:0 # 173
