pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,pre_prs,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor,directory_num,subsystem_num,language_num,file_type_num,segs_added_num,segs_deleted_num,segs_updated_num,changes_files_modified,file_developer_num,change_num,recent_change_num,testinclusion
1,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,4,1
2,3,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,2,0,1,1,1,0,1,3,0,3,3,0
3,4,0,0,0,0,2,1,1,1,0,3,3,1,0,0,0,0,0,2,1,1,1,2,1,1,3,0,3,2,0
4,3,0,0,0,0,0,2,2,1,0,3,1,0,0,0,0,0,0,3,1,1,1,2,0,1,3,0,3,2,0
5,3,0,0,0,0,2,3,2,1,0,4,0,3,0,0,0,0,0,3,1,1,1,0,1,1,4,0,4,4,0
6,4,0,0,0,0,2,3,3,1,0,3,1,4,0,0,0,0,0,4,1,4,1,3,1,2,4,0,3,3,0
7,4,0,0,0,0,2,1,0,3,0,3,2,3,0,0,0,0,0,2,1,0,0,0,1,3,4,0,3,2,0
8,3,0,0,0,0,0,3,1,1,0,3,3,2,0,0,0,1,0,3,1,1,1,2,1,1,3,0,3,2,0
9,4,0,0,0,0,0,1,1,1,0,3,3,4,0,0,0,0,0,2,0,1,1,1,1,1,2,0,3,2,0
11,0,0,0,2,0,1,3,2,2,0,4,3,4,0,0,0,0,0,4,1,1,1,2,1,2,4,0,4,4,0
12,2,0,0,0,0,2,2,3,3,0,3,3,3,0,0,0,0,0,2,0,1,1,1,1,3,4,0,3,2,0
13,3,0,0,0,0,0,1,0,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0
14,4,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,2,0,1,1,1,0,1,3,0,3,2,0
15,1,0,0,0,0,2,3,4,3,0,3,3,3,0,0,0,0,0,3,1,1,1,3,1,2,4,0,3,2,0
16,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0
17,3,0,0,0,0,1,1,2,0,0,3,0,4,0,0,0,0,0,1,1,1,1,2,0,0,2,0,3,1,0
18,3,0,0,0,0,1,1,2,1,0,3,2,2,0,0,0,0,0,1,1,0,0,2,0,1,3,0,3,1,0
19,4,0,0,2,0,2,3,4,3,0,4,3,4,0,0,0,0,0,4,1,4,1,3,1,2,4,0,4,4,0
20,3,0,0,0,0,2,3,4,3,0,3,2,2,0,0,0,0,0,4,1,4,1,3,1,2,4,0,4,4,0
21,4,0,0,0,0,2,1,1,1,0,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,3,0,3,1,0
22,4,0,0,0,0,1,1,1,1,0,3,3,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,1,0
23,3,0,0,0,0,2,3,2,1,0,3,4,1,0,1,0,0,0,3,1,1,1,3,1,1,4,0,3,1,0
24,3,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,1,0
25,4,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0
26,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0
27,2,0,0,0,0,2,3,4,3,0,3,0,4,0,0,0,0,0,3,1,1,1,3,0,3,4,0,3,0,0
28,4,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3,0,3,0,0
29,2,0,0,0,0,2,1,1,0,0,3,0,1,0,0,0,0,0,1,1,1,1,2,0,1,3,0,3,0,0
30,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
31,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0
32,3,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,3,0,0
33,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3,0,0
34,4,0,0,0,0,1,1,2,2,0,3,3,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,3,0,0
35,4,0,0,0,0,2,3,4,3,0,3,0,3,0,0,0,0,0,3,1,1,1,3,1,2,3,0,4,3,0
36,4,0,0,0,0,2,1,3,1,0,3,3,0,0,0,0,0,0,1,1,1,1,2,0,1,2,0,3,0,0
37,4,0,0,0,0,2,2,3,2,0,3,3,3,0,0,0,0,0,3,1,0,0,3,0,2,3,0,4,3,0
38,4,0,0,0,0,2,2,2,3,0,3,2,2,0,0,0,0,0,2,1,1,1,1,1,3,4,0,3,0,0
39,2,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,3,0,0
40,0,2,0,2,0,2,1,0,3,0,4,2,1,0,0,0,0,0,1,0,0,0,0,1,3,4,0,4,4,0
41,2,0,0,0,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0,0
42,2,0,0,0,0,2,1,2,1,0,3,3,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0,3,0,0
43,2,0,0,0,0,2,1,3,3,0,3,1,0,0,0,0,0,0,1,0,1,1,1,1,3,2,0,3,0,0
44,4,0,0,0,0,1,1,1,0,0,3,4,0,0,0,0,0,0,1,1,1,1,1,0,2,3,0,3,0,0
45,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0
46,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0
47,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0
48,1,0,0,0,0,1,1,1,3,0,3,3,3,0,0,0,0,0,2,1,0,0,1,1,3,3,0,3,0,0
49,1,0,0,0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,0,0
50,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0
51,4,0,0,0,0,2,1,3,2,0,3,2,1,0,0,0,0,0,2,0,1,1,3,1,1,3,0,3,0,0
52,3,0,0,0,0,1,0,0,2,0,3,3,4,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0
53,1,0,0,0,0,2,3,4,3,0,3,0,2,0,0,0,0,0,3,1,1,1,3,1,2,4,0,3,0,0
54,1,0,0,0,0,2,1,1,1,0,2,3,1,0,0,0,0,0,1,1,1,1,3,1,1,3,0,3,0,0
55,2,0,0,0,0,2,3,2,2,0,2,3,2,0,0,0,0,0,2,1,1,1,3,1,2,4,0,3,0,0
56,2,0,0,0,0,0,0,1,1,0,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0
57,0,0,0,0,0,2,1,2,3,0,4,0,3,0,0,0,0,0,1,1,1,1,1,1,2,3,0,4,4,0
58,4,0,0,0,0,2,1,2,3,0,3,0,2,0,0,0,0,0,2,1,1,1,1,1,3,3,0,4,3,0
59,4,0,0,0,0,2,3,4,3,0,3,0,4,0,0,0,0,0,2,1,1,1,3,1,2,4,0,3,3,0
60,3,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0
61,4,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,3,0,0
62,3,0,0,0,0,1,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0
63,3,0,0,0,0,2,1,3,0,0,2,0,1,0,0,0,0,0,2,1,0,0,2,1,1,3,0,3,0,0
64,4,0,0,0,0,2,0,2,1,0,3,3,2,0,0,0,0,0,1,0,0,0,3,1,0,1,0,3,3,0
65,3,2,0,0,0,2,3,4,3,0,4,0,2,0,0,0,0,0,3,1,1,1,3,1,2,3,4,4,4,0
66,3,0,0,0,0,2,1,1,0,0,2,3,4,0,0,0,0,0,2,1,1,0,1,0,2,3,0,3,0,0
67,3,0,0,0,0,1,1,1,0,0,2,3,0,1,0,0,0,0,2,0,0,0,1,0,2,3,0,3,0,0
68,0,2,0,2,0,0,1,1,1,0,4,1,1,0,0,0,0,0,1,1,1,0,1,1,2,3,4,4,4,0
69,1,2,0,2,0,4,4,4,3,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0
70,0,2,0,0,0,2,3,2,2,0,4,3,3,0,0,0,0,0,3,1,1,1,2,1,2,4,0,4,4,0
71,4,0,0,0,0,2,3,2,2,0,3,3,3,0,0,0,0,0,3,1,1,1,2,1,2,3,0,3,3,0
72,1,0,0,0,0,2,3,3,2,0,2,1,2,0,0,0,0,0,4,1,1,1,3,1,1,4,0,3,0,0
73,4,0,0,0,0,0,0,2,0,0,2,2,3,0,1,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0
74,3,0,0,0,0,2,3,2,2,0,2,0,1,0,0,0,0,0,3,1,1,1,1,1,2,3,0,3,0,0
75,4,0,0,0,0,2,3,3,3,0,2,1,4,0,0,0,0,0,3,1,1,1,2,1,3,3,0,3,0,0
76,3,0,0,0,0,2,3,2,2,0,2,0,4,0,0,0,0,0,4,1,1,1,3,1,2,4,0,3,1,0
77,3,0,0,0,0,2,3,3,3,0,2,0,4,0,0,0,0,0,4,1,1,1,1,1,3,3,0,3,1,0
78,1,0,0,0,0,2,1,1,2,0,2,0,4,0,0,0,0,0,0,1,1,1,0,1,1,2,0,3,1,0
79,4,0,0,0,0,1,1,0,0,0,2,3,4,0,0,0,0,0,2,1,0,0,3,1,1,3,0,3,1,0
80,2,0,0,2,0,0,0,0,1,0,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0
81,4,0,0,0,0,2,3,0,0,0,2,3,4,0,0,0,0,0,3,1,1,1,3,1,3,4,0,3,1,0
82,2,0,0,0,0,2,0,0,0,0,2,1,4,0,0,0,0,0,0,1,1,0,3,0,2,4,0,3,1,0
83,2,0,0,0,0,1,3,0,3,0,2,4,4,0,0,0,0,0,3,1,1,1,2,1,3,4,0,3,1,0
84,4,0,0,2,0,2,3,3,3,0,2,2,4,0,0,0,0,0,4,1,1,1,1,1,3,4,0,3,1,0
85,3,0,0,2,0,2,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,1,0
86,2,0,0,0,0,2,1,4,0,0,2,0,4,0,0,0,0,0,2,1,1,0,3,0,3,3,0,3,1,0
87,3,0,0,2,0,2,3,4,2,0,2,2,3,0,0,0,0,0,4,1,1,1,3,0,3,3,0,3,2,0
88,4,0,0,2,0,2,3,3,3,0,2,0,3,0,0,0,0,0,4,1,1,1,2,1,3,2,0,3,1,0
89,3,0,0,2,0,2,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,1,0
90,2,0,0,2,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0
91,4,0,0,2,0,2,3,4,3,0,2,0,2,0,0,0,0,0,4,1,1,1,3,1,2,4,0,3,1,0
92,4,0,0,0,0,2,2,2,1,0,2,3,1,0,0,0,0,0,2,1,1,1,1,0,3,3,0,3,1,0
93,4,0,0,0,0,2,2,2,1,0,2,0,2,0,0,0,0,0,2,1,1,1,2,1,2,4,0,3,1,0
94,3,0,0,0,0,0,0,0,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,3,1,0
95,4,0,0,0,0,2,3,3,3,0,2,2,4,0,0,0,0,0,3,1,1,1,3,1,2,4,0,3,1,0
96,2,0,0,0,0,2,1,0,0,0,2,3,0,0,0,0,0,0,0,1,1,1,1,0,1,3,0,2,1,0
97,0,2,0,0,0,1,3,3,3,0,4,3,1,0,0,0,0,0,4,1,1,1,2,1,3,3,0,4,4,0
98,2,0,0,2,0,1,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,2,1,0
99,4,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0
100,1,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
101,3,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,1,0
102,3,0,0,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,1,0
103,2,0,0,2,0,2,0,2,1,0,2,1,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,1,0
104,4,0,0,2,0,2,3,4,3,0,2,1,4,0,0,0,0,0,4,1,1,1,3,1,2,2,0,2,1,0
105,3,0,0,2,0,2,3,4,3,0,2,0,4,0,0,0,0,0,2,1,1,1,3,1,2,4,0,2,1,0
106,4,0,0,2,0,2,1,2,2,0,2,3,2,0,0,0,0,0,1,1,1,1,3,1,1,1,0,2,1,0
107,4,0,0,0,0,2,3,4,3,0,2,1,1,0,0,0,0,0,3,1,1,1,3,1,2,3,0,2,1,0
108,2,0,0,0,0,2,2,1,2,0,2,0,4,0,0,0,0,0,3,1,1,1,2,1,1,3,0,2,1,0
109,1,0,0,0,0,0,2,2,3,0,4,0,1,0,1,0,0,0,2,0,1,1,1,1,3,4,0,3,4,0
110,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,1,0,0,0,0,1,3,3,0,3,3,0
111,1,0,0,0,0,0,0,0,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,3,0
112,4,0,0,0,0,2,3,2,3,0,2,1,4,0,0,0,0,0,4,1,4,1,2,1,3,3,0,2,1,0
113,1,0,0,0,0,1,3,1,1,0,2,3,1,0,0,0,0,0,3,1,1,1,0,1,2,4,0,2,1,0
114,1,0,0,0,0,1,1,1,1,0,2,3,1,0,0,0,0,0,1,1,1,1,1,0,1,2,0,2,1,0
115,2,0,0,2,0,2,2,3,2,0,2,3,2,0,0,0,0,0,2,1,1,1,2,1,2,3,0,2,1,0
116,2,0,0,0,0,1,1,1,1,0,2,3,0,0,1,0,0,0,1,0,1,1,1,0,2,3,0,2,1,0
117,2,0,0,0,0,2,2,3,3,0,2,2,4,0,0,0,0,0,2,0,1,1,1,1,3,2,0,2,1,0
118,4,0,0,0,0,2,3,3,3,0,3,4,2,0,0,0,0,0,3,1,1,1,2,1,3,4,0,3,2,0
119,4,0,0,0,0,2,3,4,3,0,2,3,4,0,0,0,0,0,3,1,1,1,3,1,2,3,0,2,1,0
120,4,0,0,0,0,2,2,2,3,0,2,2,4,0,0,0,0,0,2,1,0,0,1,1,2,2,0,2,1,0
121,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,2,0
122,0,0,0,0,0,0,0,0,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,2,0
123,4,0,0,0,0,0,1,1,2,0,2,3,4,0,0,0,0,0,2,0,0,0,1,1,2,1,0,2,1,0
124,2,0,0,0,0,2,0,2,0,0,2,3,4,0,0,0,0,0,0,0,1,1,3,0,0,0,0,2,1,1
125,3,0,0,2,0,2,0,2,0,0,2,2,4,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,1,0
126,3,0,0,0,0,2,3,3,2,0,4,2,4,0,0,0,0,0,3,1,1,1,3,1,2,3,0,4,4,0
127,3,0,0,2,0,1,2,2,2,0,2,0,0,0,0,0,0,0,3,1,1,1,3,1,2,3,0,2,1,0
128,1,0,0,2,0,2,3,3,3,0,2,0,3,0,0,0,0,0,3,1,1,1,2,1,3,3,0,2,1,0
129,0,2,0,0,0,1,3,2,1,0,4,2,4,0,0,0,0,0,2,1,1,1,2,1,2,3,0,4,4,0
130,3,0,0,2,0,1,1,0,0,0,3,4,1,0,0,0,0,0,1,1,1,1,1,1,1,2,0,3,2,0
131,1,0,0,0,0,0,1,1,2,0,3,3,3,0,0,0,0,0,1,1,1,1,1,0,1,1,0,3,2,0
132,1,0,0,0,0,0,1,2,2,0,3,3,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,3,2,0
133,4,0,0,0,0,2,3,4,3,0,2,0,1,1,0,0,0,0,3,1,1,1,2,1,3,4,0,2,2,0
134,2,0,0,0,0,2,3,4,3,0,2,3,4,0,0,0,0,0,4,1,4,1,3,0,3,4,0,2,2,0
135,1,0,0,0,0,2,2,3,3,0,2,0,4,0,0,0,0,0,2,1,0,0,1,1,2,3,0,2,2,0
