pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,self_accept_rate,self_closed_num_rate,self_contribution_rate,project_accept_rate,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor,deletions_per_week,additions_per_week,changes_per_week,per_lines_deleted_week_days,per_lines_added_week_days,per_lines_changed_week_days,deletions_per_pr,additions_per_pr,changes_per_pr,commits_average,comments_per_closed_pr,comments_per_merged_pr,close_latency,merge_latency
2052,0,0,0,2,0,1,0,0.0,0.7007633587786259,1,2,0,3,35,2999,0,0,6,0,0,0,0,0,2,6,6,0,0,0,0,0,967.9358974358975,1078.905982905983,2046.8418803418804,84.23737373737374,277.15656565656565,361.3939393939394,172.89847328244275,192.7206106870229,365.61908396946563,2.2778625954198475,2.5245398773006134,2.3278867102396514,8.304447852760736,3.3736383442265794
2055,4,2,0,0,0,0.9752475247524752,0.9983498349834984,0.4622425629290618,0.700228832951945,1,0,0,1,1,9,7,0,7,606,220623,592,605,0,1,6,3,0,0,0,0,0,963.8170212765957,1087.0765957446808,2050.8936170212764,166.9289340101523,221.67005076142132,388.5989847715736,172.76659038901602,194.86117467582,367.627765064836,2.278413424866514,2.5245398773006134,2.3278867102396514,8.304447852760736,3.3736383442265794
2056,3,2,0,0,0,0.9752883031301482,0.9983525535420099,0.46265243902439024,0.7004573170731707,1,0,1,2,9,270,53,0,6,607,220639,593,606,258,1,6,0,0,0,0,0,0,963.8170212765957,1087.0765957446808,2050.8936170212764,166.12121212121212,220.59595959595958,386.7171717171717,172.640243902439,194.71951219512195,367.359756097561,2.277439024390244,2.521439509954058,2.325353645266594,8.300918836140887,3.371055495103373
2060,0,0,0,2,0,1.0,1.0,0.0007616146230007616,0.7006854531607006,1,17,1,9,16,619,0,0,6,1,2,1,1,0,4,3,53,0,1,0,0,0,963.8170212765957,1087.0765957446808,2050.8936170212764,163.94140625,161.3203125,325.26171875,172.54912414318355,194.77684691546077,367.3259710586443,2.277227722772277,2.5195103289977046,2.3228260869565216,8.295332823259372,3.368478260869565
2062,2,2,0,0,0,0.975328947368421,0.9983552631578947,0.4627092846270928,0.700152207001522,1,0,0,2,11,287,133,0,7,608,220962,594,607,0,1,9,71,0,0,0,0,0,963.8170212765957,1087.0765957446808,2050.8936170212764,83.8140703517588,290.83417085427135,374.64824120603015,172.41780821917808,195.09969558599695,367.517503805175,2.28234398782344,2.5195103289977046,2.3228260869565216,8.295332823259372,3.368478260869565
2064,2,0,0,0,0,0.5,0.5,0.001520912547528517,0.7003802281368822,1,5,0,2,14,136,8,0,7,2,621,1,1,0,2,1,29,0,0,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,163.30350194552528,163.1011673151751,326.4046692607004,172.38783269961976,195.16958174904943,367.5574144486692,2.28212927756654,2.517584097859327,2.3203040173724214,8.289755351681958,3.3659066232356136
2065,1,2,0,0,0,0.9753694581280788,0.9983579638752053,0.4627659574468085,0.6998480243161094,1,0,0,1,10,303,156,0,7,609,221382,595,608,0,1,7,11,0,0,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,108.37391304347825,243.98260869565217,352.3565217391304,172.2629179331307,195.12462006079028,367.387537993921,2.2819148936170213,2.5194805194805197,2.3203040173724214,8.28418640183346,3.3659066232356136
2066,0,2,0,0,0,0.9737704918032787,0.9967213114754099,0.4631738800303721,0.6993166287015945,1,2,3,1,41,5225,630,0,8,610,221841,596,608,260,2,4,38,0,0,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,108.58008658008659,244.23809523809524,352.8181818181818,172.250569476082,195.20652999240698,367.457099468489,2.2809415337889143,2.5194805194805197,2.3203040173724214,8.28418640183346,3.3659066232356136
2069,3,2,0,0,0,0.972176759410802,0.9950900163666121,0.4635811836115326,0.6987860394537178,1,0,0,1,2,108,0,0,9,611,227696,597,608,0,1,5,5,0,0,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,433.06481481481484,174.45833333333334,607.5231481481482,172.597875569044,199.0227617602428,371.6206373292868,2.279969650986343,2.5194805194805197,2.3203040173724214,8.28418640183346,3.3659066232356136
2070,3,2,0,0,0,0.9705882352941176,0.9934640522875817,0.46398786959818045,0.6982562547384382,1,0,0,1,2,118,37,0,10,612,227804,598,608,0,1,6,10,0,0,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,431.06912442396316,174.1520737327189,605.221198156682,172.46702047005306,198.95375284306292,371.420773313116,2.278999241849886,2.5194805194805197,2.3203040173724214,8.28418640183346,3.3659066232356136
2071,3,2,0,0,0,0.9690048939641109,0.9918433931484503,0.4643939393939394,0.6977272727272728,1,0,1,1,449,694,696,0,11,613,227959,599,608,261,1,8,10,0,0,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,429.26146788990826,173.89449541284404,603.1559633027523,172.36439393939395,198.89242424242425,371.2568181818182,2.278030303030303,2.5194805194805197,2.3203040173724214,8.28418640183346,3.3659066232356136
2072,0,0,0,2,0,0.3333333333333333,0.6666666666666666,0.002271006813020439,0.700227100681302,1,16,18,1,11,219,2,0,8,3,765,1,2,0,5,5,238,0,1,0,0,0,960.5508474576271,1087.4915254237287,2048.0423728813557,84.06,290.815,374.875,172.76078728236186,199.2672218016654,372.02800908402725,2.2770628311884935,2.511805026656512,2.31027027027027,8.262757044935263,3.3567567567567567
2075,1,2,0,0,0,0.9739413680781759,0.996742671009772,0.46444780635400906,0.699697428139183,1,0,1,1,62,3446,2234,0,9,614,229349,600,612,263,1,7,79,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,165.55276381909547,220.84422110552765,386.3969849246231,172.63161875945536,199.2821482602118,371.91376701966715,2.2760968229954615,2.511805026656512,2.31027027027027,8.262757044935263,3.3567567567567567
2076,2,2,0,0,0,0.9723577235772358,0.9951219512195122,0.46485260770975056,0.6991685563114135,1,1,0,2,50,1906,1381,0,10,615,235029,601,612,0,1,7,41,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,110.82758620689656,265.7068965517241,376.5344827586207,174.18972033257748,201.73620559334844,375.9259259259259,2.2751322751322753,2.511805026656512,2.31027027027027,8.262757044935263,3.3567567567567567
2077,2,2,0,0,0,0.9756493506493507,0.9983766233766234,0.4652567975830816,0.7009063444108762,1,0,0,1,243,3473,5992,0,8,616,238316,602,615,0,1,6,61,0,0,0,0,1,962.9493670886076,1111.607594936709,2074.5569620253164,430.47945205479454,176.26940639269407,606.7488584474886,175.1012084592145,203.02341389728096,378.1246223564955,2.2749244712990935,2.5083586626139818,2.3060344827586206,8.25227963525836,3.3577586206896552
2078,2,2,0,0,0,0.9756888168557536,0.9983792544570502,0.4656603773584906,0.7011320754716981,1,0,0,1,89,2639,1402,0,8,617,247781,603,616,0,1,7,71,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,455.7590909090909,191.25454545454545,647.0136363636364,179.49132075471698,205.49132075471698,384.98264150943396,2.2739622641509434,2.5064540622627183,2.3035522066738428,8.24677296886864,3.3552206673842844
2082,2,2,0,0,0,0.9757281553398058,0.9983818770226537,0.4660633484162896,0.7013574660633484,1,4,0,1,13,246,565,0,7,618,251822,604,617,0,1,5,0,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,460.04072398190044,202.33031674208144,662.3710407239819,180.4132730015083,207.3265460030166,387.73981900452486,2.273001508295626,2.504169825625474,2.3010752688172045,8.250947687642153,3.3526881720430106
2083,3,2,0,0,0,0.9741518578352181,0.9967689822294022,0.46646571213263,0.7008289374529013,1,0,0,1,5,51,42,0,8,619,252633,605,617,0,1,9,25,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,460.5135135135135,202.52702702702703,663.0405405405405,180.70308967596083,207.3556895252449,388.0587792012057,2.2720422004521477,2.504169825625474,2.3010752688172045,8.250947687642153,3.3526881720430106
2084,3,2,0,0,0,0.9741935483870968,0.9967741935483871,0.46686746987951805,0.7010542168674698,1,0,0,1,36,45,55,0,8,620,252726,606,618,0,1,6,46,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,458.63677130044846,201.847533632287,660.4843049327354,180.59864457831324,207.2379518072289,387.8365963855422,2.2710843373493974,2.5022727272727274,2.2986036519871105,8.245454545454546,3.3501611170784105
2085,2,2,0,0,0,0.9742351046698873,0.9967793880837359,0.4672686230248307,0.7012791572610986,1,0,0,1,18,2,999,0,8,621,252826,607,619,0,1,7,3,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,456.83482142857144,201.14732142857142,657.9821428571429,180.50413844996237,207.11587659894658,387.62001504890895,2.27012791572611,2.5003785011355033,2.296137339055794,8.23996971990916,3.347639484978541
2086,2,2,0,0,0,0.9758842443729904,0.9983922829581994,0.46766917293233085,0.7022556390977444,0,0,0,1,25,550,1502,0,7,622,253827,608,621,0,1,9,36,0,0,0,0,0,962.9493670886076,1111.607594936709,2074.5569620253164,115.0111111111111,108.22222222222223,223.23333333333332,181.11954887218045,206.96165413533834,388.0812030075188,2.269172932330827,2.4996220710506423,2.2955032119914347,8.229024943310657,3.342612419700214
2087,3,2,0,0,0,0.9759229534510433,0.9983948635634029,0.46806912096168296,0.7024793388429752,1,0,0,2,6,35,35,0,7,623,255879,609,622,0,1,8,10,0,0,0,0,0,1018.4495798319327,1158.861344537815,2177.3109243697477,175.895,236.97,412.865,182.11194590533432,207.21938392186325,389.3313298271976,2.2682193839218634,2.4977341389728096,2.293048128342246,8.223564954682779,3.340106951871658
2088,3,2,0,0,0,0.9759615384615384,0.9983974358974359,0.46846846846846846,0.7027027027027027,1,0,0,1,2,187,27,0,7,624,255949,610,623,0,1,7,5,0,0,0,0,0,1018.4495798319327,1158.861344537815,2177.3109243697477,175.19402985074626,235.96517412935324,411.1592039800995,182.0015015015015,207.0900900900901,389.09159159159157,2.268018018018018,2.4958490566037734,2.2905982905982905,8.21811320754717,3.3376068376068377
2089,0,2,0,2,0,0.9744,0.9968,0.46886721680420107,0.7021755438859715,1,2,0,2,2,67,47,0,8,625,256163,611,623,0,1,6,38,0,0,0,0,0,1018.4495798319327,1158.861344537815,2177.3109243697477,174.46039603960395,235.72277227722773,410.1831683168317,181.88522130532633,207.07501875468867,388.960240060015,2.267066766691673,2.4958490566037734,2.2905982905982905,8.21811320754717,3.3376068376068377
2092,4,2,0,0,0,0.9744408945686901,0.9968051118210862,0.46926536731634183,0.7023988005997002,1,0,0,1,5,18,8,0,8,626,256277,611,624,0,1,8,94,0,0,0,0,0,1018.4495798319327,1158.861344537815,2177.3109243697477,162.7015503875969,162.99612403100775,325.69767441860466,181.78410794602698,206.97001499250374,388.7541229385307,2.266866566716642,2.4939668174962293,2.288153681963714,8.212669683257918,3.335112059765208
2095,4,2,0,0,0,0.9744816586921851,0.9968102073365231,0.4696629213483146,0.702621722846442,1,0,0,1,1,5,5,0,8,627,256303,612,625,0,1,8,0,0,0,0,0,0,1018.4495798319327,1158.861344537815,2177.3109243697477,83.65174129353234,290.4577114427861,374.1094527363184,181.65393258426965,206.82846441947567,388.4823970037453,2.2659176029962547,2.492087415222306,2.2857142857142856,8.20723436322532,3.3326226012793176
2096,1,1,0,0,0,0.9090909090909091,1.0,0.008233532934131737,0.7028443113772455,1,2,4,1,3,62,73,0,8,11,1407,10,11,26,3,4,14,0,0,0,0,0,1014.6987447698745,1155.3179916317993,2170.016736401674,173.83251231527095,234.89162561576356,408.7241379310345,181.52170658682635,206.67739520958085,388.1991017964072,2.2649700598802394,2.490210843373494,2.2832800851970183,8.201807228915662,3.33013844515442
2101,3,2,0,0,0,0.9745222929936306,0.9968152866242038,0.46970830216903514,0.7030665669409125,1,1,0,1,2,25,1,0,8,628,256313,613,626,0,1,8,10,0,0,0,0,0,1014.6987447698745,1155.3179916317993,2170.016736401674,83.26237623762377,289.04455445544556,372.3069306930693,181.44053851907256,206.56918474195962,388.00972326103215,2.2640239341810022,2.489841986455982,2.282978723404255,8.196388261851016,3.3276595744680852
2104,1,2,1,0,0,0.9745627980922098,0.9968203497615262,0.4701046337817638,0.703288490284006,1,2,0,1,4,1032,678,2,8,629,256339,614,627,0,1,9,32,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,173.33823529411765,234.0441176470588,407.38235294117646,181.30568011958147,206.43348281016443,387.7391629297459,2.2630792227204783,2.488721804511278,2.281615302869288,8.190977443609022,3.325185972369819
2105,3,2,0,0,0,0.9746031746031746,0.9968253968253968,0.4705003734129948,0.7035100821508589,1,0,0,1,3,193,138,0,8,630,258049,615,628,0,1,5,2,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,116.27896995708154,272.74678111587986,389.0257510729614,181.67662434652726,207.0500373412995,388.7266616878267,2.262135922330097,2.4883546205860254,2.281316348195329,8.186326070623592,3.3237791932059446
2106,3,2,0,0,0,0.9746434231378764,0.9968304278922345,0.4708955223880597,0.7037313432835821,1,0,0,1,2,174,3,0,8,631,258380,616,629,0,1,4,2,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,116.37179487179488,272.4059829059829,388.77777777777777,181.64402985074628,207.03955223880598,388.68358208955226,2.2611940298507465,2.4864864864864864,2.278897136797455,8.18093093093093,3.3213149522799577
2108,3,2,1,0,0,0.9746835443037974,0.9968354430379747,0.47129008202833705,0.7039522744220731,1,0,0,1,3,323,103,2,8,632,258557,617,630,0,1,12,16,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,459.24444444444447,200.26222222222222,659.5066666666667,181.51081282624907,207.01491424310217,388.5257270693512,2.2602535421327365,2.484621155288822,2.2764830508474576,8.175543885971493,3.3188559322033897
2109,4,2,0,0,0,0.9747235387045814,0.9968404423380727,0.47168405365126675,0.7041728763040238,1,1,0,1,2,62,23,0,8,633,258983,618,631,0,1,6,2,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,457.66814159292034,200.8053097345133,658.4734513274336,181.45230998509686,207.10134128166916,388.553651266766,2.2593144560357676,2.4827586206896552,2.274074074074074,8.170164917541229,3.3164021164021165
2110,4,2,0,0,0,0.9747634069400631,0.9968454258675079,0.4720774385703649,0.7043931496649293,1,0,0,1,2,145,98,0,8,634,259068,619,632,0,1,10,0,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,82.85714285714286,287.74384236453204,370.6009852216749,181.3343261355175,206.9932985852569,388.3276247207744,2.2583767684288905,2.4816479400749065,2.272727272727273,8.164794007490636,3.313953488372093
2111,3,2,0,0,0,0.9748031496062992,0.9968503937007874,0.4724702380952381,0.7046130952380952,1,0,0,1,4,73,44,0,8,635,259311,620,633,0,1,8,7,0,0,0,1,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,82.93137254901961,287.04411764705884,369.97549019607845,181.27232142857142,206.94717261904762,388.21949404761904,2.2574404761904763,2.479790419161677,2.2703273495248153,8.159431137724551,3.3115100316789863
2112,1,2,0,0,0,0.9748427672955975,0.9968553459119497,0.4728624535315985,0.7048327137546468,1,0,0,1,2,321,0,0,8,636,259428,621,634,0,1,7,2,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,82.74146341463414,286.0,368.74146341463415,181.17026022304833,206.84758364312268,388.017843866171,2.2565055762081783,2.4779356768885563,2.2679324894514767,8.154076290201944,3.309071729957806
2114,0,2,1,0,0,0.9748822605965463,0.9968602825745683,0.47325408618127784,0.7050520059435365,0,2,0,3,11,798,107,2,8,637,259749,622,635,0,1,10,14,0,0,0,0,0,1010.7791666666667,1150.8666666666666,2161.6458333333335,49.959349593495936,73.82926829268293,123.78861788617886,181.03566121842496,206.93239227340268,387.9680534918276,2.2555720653789004,2.476083707025411,2.2655426765015805,8.148729446935725,3.3066385669125395
2115,3,1,0,3,0,0.5,1.0,0.004454342984409799,0.7045285820341499,1,1,0,1,3,66,3,0,9,6,2037,3,6,0,1,7,0,0,0,0,0,0,1011.5394190871369,1159.0414937759335,2170.5809128630704,175.8,237.93658536585366,413.73658536585367,180.98069784706755,207.37119524870081,388.3518930957684,2.2561247216035634,2.476083707025411,2.2655426765015805,8.148729446935725,3.3066385669125395
2116,0,2,0,2,0,0.9733542319749217,0.9952978056426333,0.4732937685459941,0.7040059347181009,1,5,0,13,37,1396,169,0,9,638,260654,623,635,0,1,6,25,0,0,0,0,0,1011.5394190871369,1159.0414937759335,2170.5809128630704,174.96116504854368,237.10194174757282,412.06310679611653,180.8486646884273,207.26632047477744,388.1149851632047,2.255192878338279,2.4749813293502614,2.2655426765015805,8.143390589992531,3.3066385669125395
2117,0,1,0,2,0,0.42857142857142855,1.0,0.005189028910303929,0.7034840622683469,1,2,0,19,37,1349,135,0,10,7,2106,3,7,0,2,7,0,0,0,0,0,0,1011.5394190871369,1159.0414937759335,2170.5809128630704,162.1042471042471,162.43629343629343,324.5405405405405,180.83988139362492,208.1475166790215,388.9873980726464,2.263157894736842,2.4749813293502614,2.2655426765015805,8.143390589992531,3.3066385669125395
2118,2,2,0,0,0,0.97339593114241,0.9953051643192489,0.47333333333333333,0.7037037037037037,1,0,0,1,15,101,319,0,10,639,262219,623,636,0,1,9,2,0,0,0,0,0,1011.5394190871369,1159.0414937759335,2170.5809128630704,162.0,167.0,329.0,180.80592592592592,208.9925925925926,389.7985185185185,2.2755555555555556,2.4746268656716417,2.265263157894737,8.13955223880597,3.3063157894736843
